dre:449990	phlda1, zgc:103749; pleckstrin homology-like domain, family A, member 1
dre:436872	sult1st6, sult1c3, zgc:92309; sulfotransferase family 1, cytosolic sulfotransferase 6 (EC:2.8.2.-); K01025 [EC:2.8.2.-]
dre:325181	gpd1b, Gpd1, gpd1h, gpd1l, wu:fc58b05, zgc:66051, zgc:85742; glycerol-3-phosphate dehydrogenase 1b (EC:1.1.1.8); K00006 glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]
dre:550479	dctn4, si:ch211-174h24.2, zgc:112431; dynactin 4; K10426 dynactin 4
dre:338214	sult2st1, id:ibd1140, sult2st; sulfotransferase family 2, cytosolic sulfotransferase 1 (EC:2.8.2.-)
dre:100196920	sult1st7; sulfotransferase family 1, cytosolic sulfotransferase 7 (EC:2.8.2.-)
dre:561896	chst2a, chst2, wu:fj55f04, zgc:154070; carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2a (EC:2.8.2.-); K04745 carbohydrate 6-sulfotransferase 2 [EC:2.8.2.-]
dre:767718	sult5a1, zgc:153723; sulfotransferase family 5A, member 1 (EC:2.8.2.-)
dre:572452	bmp1a; bone morphogenetic protein 1a (EC:3.4.24.-); K05502 bone morphogenetic protein 1 [EC:3.4.24.19]
dre:100005952	hepacama, hepacam, zgc:112363; hepatic and glial cell adhesion molecule a
dre:571775	si:dkey-117k10.4; zgc:162025
dre:553722	gba3, im:6912508, zgc:112375; glucosidase, beta, acid 3 (gene/pseudogene) (EC:3.2.1.21); K05350 beta-glucosidase [EC:3.2.1.21]
dre:556601	si:dkey-178a21.2, wu:fj86d12; zgc:153639; K08209 MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 13
dre:449866	im:7137886, redd2; si:ch211-39i2.2
dre:436814	rgs7a, rgs7, zgc:92793; regulator of G-protein signaling 7a; K16449 regulator of G-protein signaling
dre:386635	erbb3a, ERBB, erbb3, im:7148890, si:dz150i12.1, v-erb-b; erb-b2 receptor tyrosine kinase 3a (EC:2.7.10.1); K05084 receptor tyrosine-protein kinase erbB-3 [EC:2.7.10.1]
dre:399483	cdkn1ca, cb961, cdkn1c, p27Xic1-a, zgc:86618; cyclin-dependent kinase inhibitor 1Ca; K09993 cyclin-dependent kinase inhibitor 1C
dre:406514	atf4a, atf4, atf4b1, wu:fj01c08, wu:fk30b04, zgc:85951; activating transcription factor 4a; K04374 cyclic AMP-dependent transcription factor ATF-4
dre:114551	pklr, wu:fd15e01, wu:fi37e08; pyruvate kinase, liver and RBC (EC:2.7.1.40); K00873 pyruvate kinase [EC:2.7.1.40]
dre:556410	atf4b, atf4b2, sb:eu681, wu:fb08f07, zgc:171702; activating transcription factor 4b; K04374 cyclic AMP-dependent transcription factor ATF-4
dre:550399	grem2b, grem2, prdc, zgc:112207; gremlin 2, DAN family BMP antagonist b
dre:503742	tmem182a, tmem182, zgc:113334; transmembrane protein 182a
dre:393505	srsf10b, zgc:65772, zgc:77372; serine/arginine-rich splicing factor 10b; K12900 FUS-interacting serine-arginine-rich protein 1
dre:324340	cyp3c1, CYP3A, wu:fa96d12, wu:fc26b04, zgc:56626; cytochrome P450, family 3, subfamily c, polypeptide 1; K17860 cytochrome P450, family 3, subfamily C
dre:494074	ttc26, im:7142924, zgc:103412; tetratricopeptide repeat domain 26; K19685 intraflagellar transport protein 56
dre:406379	tdrd7a, si:ch211-288h2.2, tdrd7, wu:fi12c12, zgc:56669; tudor domain containing 7 a; K18405 tudor domain-containing protein 1/4/6/7
dre:100001699	barhl2, B-H2, wu:fq39g04, zgc:113948; BarH-like homeobox 2; K09360 BarH-like
dre:724013	gipc3, CH1073-422L2.1, zgc:136839; GIPC PDZ domain containing family, member 3
dre:100033749	mir736, dre-mir-736; microRNA 736
dre:100033679	mir155, dre-mir-155; microRNA 155; K17009 microRNA 155
dre:100033668	mir144, dre-mir-144; microRNA 144
dre:100033695	mir202, dre-mir-202; microRNA 202; K17149 microRNA 202
dre:100033577	mir19b, dre-mir-19b; microRNA 19b; K17005 microRNA 19
dre:446214	gyltl1b, si:ch211-206g24.1, si:ch211-282n12.1; glycosyltransferase-like 1b (EC:2.4.1.-); K09668 glycosyltransferase-like protein LARGE
dre:100003353	tox4b, zgc:175137; TOX high mobility group box family member 4 b
dre:368448	ptpn4a, ptpn4, si:busm1-37o5.1, si:dz37o5.1; protein tyrosine phosphatase, non-receptor type 4a (EC:3.1.3.48); K18037 tyrosine-protein phosphatase non-receptor type 4 [EC:3.1.3.48]
dre:446213	large; like-glycosyltransferase (EC:2.4.1.-); K09668 glycosyltransferase-like protein LARGE
dre:101669768	b4gat1, b3gnt1; beta-1,4-glucuronyltransferase 1 (EC:2.4.1.149); K00741 N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase [EC:2.4.1.149]
dre:558918	slbp2, zgc:158856; stem-loop binding protein 2; K18710 histone RNA hairpin-binding protein
dre:563776	deaf1, zgc:194895; DEAF1 transcription factor
dre:799647	trpm4b.2, TRPM4b1, trpm4c; transient receptor potential cation channel, subfamily M, member 4b, transient receptor potential cation channel, subfamily M, member 4b, tandem duplicate 2
dre:117234	mab21l2, id:ibd3414; mab-21-like 2
dre:564304	cidec, fd36c01, si:dkey-91f15.6, wu:fd36c01, zgc:153033; cell death-inducing DFFA-like effector c
dre:560884	mier3a, mier3, zgc:114199; mesoderm induction early response 1, family member 3 a
dre:563855	chac1, cb1014, wu:fb93a10, wu:fp64e03; ChaC, cation transport regulator homolog 1 (E. coli) (EC:2.3.2.-); K07232 cation transport protein ChaC
dre:566102	epc1b, zgc:158364; enhancer of polycomb homolog 1 (Drosophila) b; K11322 enhancer of polycomb-like protein
dre:557614	chac2, chac, fj84c08, im:7150709, wu:fj84c08, zgc:110055; ChaC, cation transport regulator homolog 2 (E. coli) (EC:2.3.2.-)
dre:30659	dnmt3bb.2, Zmt3, dnmt3, wu:fa11d06, wu:fb73b09; DNA (cytosine-5-)-methyltransferase 3 beta, duplicate b.2; K17399 DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
dre:337675	slc25a12, cb1094, cb929, wu:fj94c07, zgc:66248; solute carrier family 25 (aspartate/glutamate carrier), member 12; K15105 solute carrier family 25 (mitochondrial aspartate/glutamate transporter), member 12/13
dre:553610	pole4, zgc:110337; polymerase (DNA-directed), epsilon 4, accessory subunit; K03506 DNA polymerase epsilon subunit 4 [EC:2.7.7.7]
dre:259192	oaz1a, AZS, oaz1; ornithine decarboxylase antizyme 1a; K16548 ornithine decarboxylase antizyme 1
dre:790945	oaz2b, AZR, oaz2l; ornithine decarboxylase antizyme 2b; K16613 ornithine decarboxylase antizyme 2
dre:768153	tmem106c, zgc:153351; transmembrane protein 106C
dre:559069	tmco6, zgc:162240; transmembrane and coiled-coil domains 6
dre:768141	mtfr2, fam54a, fb93d10, wu:fb93d10, zgc:153910; mitochondrial fission regulator 2
dre:503608	ccdc115, zgc:113121; coiled-coil domain containing 115
dre:558659	cdk5rap1, zgc:162738; CDK5 regulatory subunit associated protein 1
dre:797002	mrpl51, zgc:110255; mitochondrial ribosomal protein L51; K17432 large subunit ribosomal protein L51
dre:492773	pomk, sgk196, wu:fc58e12, zgc:101572; protein-O-mannose kinase (EC:2.7.1.183); K17547 glycoprotein-mannosyl O6-kinase [EC:2.7.1.183]
dre:553706	glod5, zgc:112315; glyoxalase domain containing 5
dre:317744	dnmt3bb.1, cb633, dnmt3b, dnmt4; DNA (cytosine-5-)-methyltransferase 3 beta, duplicate b.1 (EC:2.1.1.37); K17399 DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
dre:449775	prrg1, zgc:103657; proline rich Gla (G-carboxyglutamic acid) 1
dre:557073	cdip1, zgc:165666; cell death-inducing p53 target 1
dre:445173	surf2, zgc:101084; surfeit 2
dre:334271	nufip1, fi38f05, wu:fi38f05, zgc:171476; nuclear fragile X mental retardation protein interacting protein 1
dre:445294	cldnd1b, zgc:100913; claudin domain containing 1b
dre:445239	gpn1, zgc:100927; GPN-loop GTPase 1; K06883 uncharacterized protein
dre:394112	rnf144b, IBRDC2, zgc:63907; ring finger protein 144B; K11975 E3 ubiquitin-protein ligase RNF144 [EC:2.3.2.27]
dre:768161	orc2, zgc:153041; origin recognition complex, subunit 2; K02604 origin recognition complex subunit 2
dre:541390	ndufc2, zgc:110155; NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2; K03968 NADH dehydrogenase (ubiquinone) 1 subunit C2
dre:393349	mis12, zgc:64116; MIS12 kinetochore complex component; K11543 kinetochore-associated protein MIS12
dre:322160	pdia6, pdi-p5, pdip5, wu:fb51h08, wu:fc09e09; protein disulfide isomerase family A, member 6 (EC:5.3.4.1); K09584 protein disulfide-isomerase A6 [EC:5.3.4.1]
dre:100126023	gpank1, zgc:171777; G patch domain and ankyrin repeats 1
dre:335628	cldnd1a, fj30f10, wu:fj30f10, zgc:64190; claudin domain containing 1a
dre:406766	chmp4bb, chmp4b, wu:fc96b02, zgc:55566; charged multivesicular body protein 4Bb; K12194 charged multivesicular body protein 4
dre:394139	hpcal1, zgc:63695; hippocalcin-like 1
dre:573360	xpnpep3, zgc:76905; X-prolyl aminopeptidase 3, mitochondrial (EC:3.4.11.9); K01262 Xaa-Pro aminopeptidase [EC:3.4.11.9]
dre:393164	chmp4ba, zgc:56112; charged multivesicular body protein 4Ba; K12194 charged multivesicular body protein 4
dre:415187	brk1, zgc:86903; BRICK1, SCAR/WAVE actin-nucleating complex subunit; K05752 chromosome 3 open reading frame 10
dre:567014	letmd1, zgc:194450, zgc:194455; LETM1 domain containing 1
dre:559769	tssc4, zgc:153225; tumor suppressing subtransferable candidate 4
dre:445280	cd81b, zgc:92411; CD81 molecule b; K06508 CD81 antigen
dre:560924	dysf, si:rp71-50c18.1, wu:fb73b05; dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive); K18261 dysferlin
dre:447915	mrpl53, CH1073-423L13.1, zgc:103761; mitochondrial ribosomal protein L53; K17434 large subunit ribosomal protein L53
dre:100126013	nagk, zgc:171682; N-acetylglucosamine kinase (EC:2.7.1.59); K00884 N-acetylglucosamine kinase [EC:2.7.1.59]
dre:494037	cdca4, fb78b08, si:dkey-177p2.7, wu:fb78b08, zgc:92217; cell division cycle associated 4
dre:405832	rffl, zgc:77828; ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
dre:568167	thrsp, zgc:193608, zgc:193616; thyroid hormone responsive
dre:553580	mrps17, zgc:110031; mitochondrial ribosomal protein S17; K02961 small subunit ribosomal protein S17
dre:415236	ppil3, zgc:86715; peptidylprolyl isomerase (cyclophilin)-like 3 (EC:5.2.1.8); K12734 peptidyl-prolyl cis-trans isomerase-like 3 [EC:5.2.1.8]
dre:553643	tmem45a, zgc:110647; transmembrane protein 45a
dre:550374	stard4, zgc:112466; StAR-related lipid transfer (START) domain containing 4
dre:436971	tomm20, tomm20b, zgc:92628; translocase of outer mitochondrial membrane 20 homolog (yeast); K17770 mitochondrial import receptor subunit TOM20
dre:30688	ephb4a, cb646, ephB4, rtk5; eph receptor B4a (EC:2.7.10.1); K05113 Eph receptor B4 [EC:2.7.10.1]
dre:791163	cmtm8b, zgc:158657; CKLF-like MARVEL transmembrane domain containing 8b
dre:406309	arid4b, tomm20, tomm20a, wu:fk47b11, zgc:73165; AT rich interactive domain 4B (RBP1-like); K17770 mitochondrial import receptor subunit TOM20
dre:569430	fbxl7, zgc:158339, zgc:158346; F-box and leucine-rich repeat protein 7; K10273 F-box and leucine-rich repeat protein 7
dre:325034	pak2b, CH73-159L23.1, wu:fc52b03, zgc:113857; p21 protein (Cdc42/Rac)-activated kinase 2b (EC:2.7.11.1); K04410 p21-activated kinase 2 [EC:2.7.11.1]
dre:560722	emp3b, zgc:114127; epithelial membrane protein 3b
dre:100149664	bmpr1bb, alk6b, zgc:172219; bone morphogenetic protein receptor, type IBb (EC:2.7.11.30); K13578 bone morphogenetic protein receptor type-1B [EC:2.7.11.30]
dre:790937	kaznb, kazn, si:dkey-17e11.1, wu:fa97c12, zgc:158299; kazrin, periplakin interacting protein b
dre:562822	bmpr2a; bone morphogenetic protein receptor, type II a (serine/threonine kinase) (EC:2.7.11.30); K04671 bone morphogenetic protein receptor type-2 [EC:2.7.11.30]
dre:100004879	filip1l, zgc:158292; filamin A interacting protein 1-like
dre:447846	bmpr1ab, wu:fe05b06, wu:fe06e10, zgc:92227; bone morphogenetic protein receptor, type IAb (EC:2.7.11.30); K04673 bone morphogenetic protein receptor type-1A [EC:2.7.11.30]
dre:791160	strn, zgc:158357; striatin, calmodulin binding protein; K17608 striatin 1/3/4
dre:796595	agrp2; agouti related neuropeptide 2
dre:334300	mark3a, fi39g08, mark3, wu:fi39g08, zgc:152848, zgc:55693; MAP/microtubule affinity-regulating kinase 3a (EC:2.7.11.1); K08798 MAP/microtubule affinity-regulating kinase [EC:2.7.11.1]
dre:565810	zgc:175248 (EC:2.7.11.13)
dre:555766	etv2, ets1b, etsrp, wu:fc49b07, zgc:153819; ets variant 2
dre:415185	mapk11, zgc:86905; mitogen-activated protein kinase 11 (EC:2.7.11.24); K04441 p38 MAP kinase [EC:2.7.11.24]
dre:562552	fc89f08, wu:fc89f08; zgc:171775 (EC:2.7.11.24); K04441 p38 MAP kinase [EC:2.7.11.24]
dre:553950	rnf130, wu:fc14g02, zgc:113271; ring finger protein 130; K15701 E3 ubiquitin-protein ligase RNF130 [EC:2.3.2.27]
dre:100126135	tor4ab, si:ch211-241p16.1; torsin family 4, member Ab
dre:30424	nr2f2, svp40, svp[40], wu:fc94g08; nuclear receptor subfamily 2, group F, member 2; K08548 COUP transcription factor 2
dre:30418	nr2f1a, COUP(VI), couptf6, nr2f1, svp44, wu:fc10d05; nuclear receptor subfamily 2, group F, member 1a; K08547 COUP transcription factor 1
dre:541407	si:dkeyp-115a10.2; zgc:103511
dre:100073339	txndc15, zgc:165608; thioredoxin domain containing 15
dre:541537	apool, fc21c08, im:7144020, wu:fc21c08, zgc:110800; apolipoprotein O-like
dre:100003313	llph, si:dkey-9a20.7, wu:fa95g03, zgc:123180; LLP homolog, long-term synaptic facilitation (Aplysia)
dre:664753	trim55b, im:7145460, zgc:136833; tripartite motif containing 55b; K10654 tripartite motif-containing protein 55
dre:100037363	trafd1, zgc:162228; TRAF-type zinc finger domain containing 1
dre:503535	fam65c, si:dkey-107i16.2, zgc:113070; family with sequence similarity 65, member C
dre:791152	them4, zgc:158847; thioesterase superfamily member 4 (EC:3.1.2.2); K16339 thioesterase superfamily member 4
dre:445187	trim101, zgc:101050; tripartite motif containing 101; K10654 tripartite motif-containing protein 55
dre:569719	nagpa, zgc:165534; N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase (EC:3.1.4.45); K01125 N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [EC:3.1.4.45]
dre:552940	murca, im:6895682, murc, zgc:158664; muscle-related coiled-coil protein a
dre:564925	trmt12, CH73-188I6.1, zgc:153361; tRNA methyltransferase 12 homolog (S. cerevisiae) (EC:2.5.1.114); K07055 tRNA wybutosine-synthesizing protein 2 [EC:2.5.1.114]
dre:100037324	klhdc2, zgc:162310; kelch domain containing 2
dre:560386	cnot6b, zgc:171797; CCR4-NOT transcription complex, subunit 6b; K12603 CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]
dre:324048	cnot6a, cnot6, wu:fa03c11, wu:fc17f01, zgc:65822; CCR4-NOT transcription complex, subunit 6a; K12603 CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]
dre:402930	wbp1, zgc:77391; WW domain binding protein 1
dre:557625	tmem54b, si:dkey-148n22.3, tmem54; transmembrane protein 54b
dre:568202	pora, por, zgc:110032; P450 (cytochrome) oxidoreductase a (EC:1.6.2.4); K00327 NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
dre:445105	lipia, liph, wu:fb08f08, zgc:91985; lipase, member Ia (EC:3.1.1.-); K19404 phosphatidic acid-selective&#160;phospholipase A1 [EC:3.1.1.-]
dre:393456	mvb12a, fam125a, si:ch1073-286c18.3, zgc:63691; multivesicular body subunit 12A; K12186 ESCRT-I complex subunit MVB12
dre:327556	porb, fb60a10, fi17c02, im:7051962, wu:fb60a10, wu:fi17c02, zgc:63480; P450 (cytochrome) oxidoreductase b (EC:1.6.2.4)
dre:406391	pcbp4, wu:fc68f03, zgc:65870, zgc:77347; poly(rC) binding protein 4; K13162 poly(rC)-binding protein 2/3/4
dre:393483	tmem150ab, zgc:66242; transmembrane protein 150Ab
dre:432373	ipo11, zgc:91897; importin 11
dre:799142	tmem186, im:7154698, zgc:194533, zgc:194539; transmembrane protein 186
dre:751697	tmem150aa, si:dkey-96l17.1, tmem150, tmem150a, zgc:153636; transmembrane protein 150Aa
dre:436638	kat5a, zgc:92510; K(lysine) acetyltransferase 5a (EC:2.3.1.48); K11304 histone acetyltransferase HTATIP [EC:2.3.1.48]
dre:393744	dctpp1, gatb, pet112, zgc:73273; dCTP pyrophosphatase 1; K16904 dCTP diphosphatase [EC:3.6.1.12]
dre:436658	ift74, zgc:92052; intraflagellar transport 74; K19679 intraflagellar transport protein 74
dre:556190	pfkfb4a, pfkfb4, zgc:123288; 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4a; K19030 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 4 [EC:2.7.1.105 3.1.3.46]
dre:334784	rbm7, CH73-374A6.3, fa03f03, wu:fa03f03, zgc:56619, zgc:77304; RNA binding motif protein 7; K13188 RNA-binding protein 7
dre:393318	tmem54a, zgc:63942; transmembrane protein 54a
dre:561030	pdxp, zgc:194409; pyridoxal (pyridoxine, vitamin B6) phosphatase (EC:3.1.3.74); K07758 pyridoxal phosphatase [EC:3.1.3.74]
dre:30967	igf2bp3, dvr1rbp, wu:fb79c12, wu:fe06h09, zVg1RBP; insulin-like growth factor 2 mRNA binding protein 3; K13197 insulin-like growth factor 2 mRNA-binding protein 3
dre:394184	sh3bgrl, zgc:64130; SH3 domain binding glutamate-rich protein like
dre:105349232	syn3, si:ch73-252i11.2; synapsin III; K19941 synapsin
dre:322041	ip6k2a, cb1087, ihpk2, ip6k2, wu:fb47g07, wu:fi24d03; inositol hexakisphosphate kinase 2a (EC:2.7.4.21); K07756 inositol-hexakisphosphate 5-kinase [EC:2.7.4.21]
dre:394088	homer3, zgc:55557; homer scaffolding protein 3; K15010 homer
dre:553949	fcho2, cb304, sb:cb304, si:ch211-195c22.1, wu:fa01a02, zgc:112167; FCH domain only 2
dre:393341	tmem254, zgc:64043; transmembrane protein 254
dre:555174	wash1, si:ch211-11f8.1, wash; WAS protein family homolog 1; K18461 WAS protein family homolog 1
dre:100126029	lurap1, zgc:171930; leucine rich adaptor protein 1
dre:436769	homer1b, homer1, zgc:100854, zgc:92844; homer scaffolding protein 1b; K15010 homer
dre:436631	trim55a, trim55, wu:fb71c01, zgc:92123; tripartite motif containing 55a; K10654 tripartite motif-containing protein 55
dre:335538	man1a2, fj20e02, si:dkey-174k18.8, wu:fj20e02; mannosidase, alpha, class 1A, member 2 (EC:3.2.1.113); K01230 mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]
dre:322609	st6galnac3, fb68h09, siat7c, st6GalNAc-III, wu:fb67c12, wu:fb68h09, zgc:73301; ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (EC:2.4.99.7); K03373 N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7C) [EC:2.4.99.-]
dre:560768	neurl2, zgc:162187; neuralized E3 ubiquitin protein ligase 2; K16782 neuralized-like protein 2
dre:353223	tshba, tshb; thyroid stimulating hormone, beta subunit, a; K05251 thyroid stimulating hormone, beta
dre:541376	cacna2d2a, cacna2d2, zgc:113325; calcium channel, voltage-dependent, alpha 2/delta subunit 2a
dre:436662	ip6k2b, zgc:92046; inositol hexakisphosphate kinase 2b (EC:2.7.4.21); K07756 inositol-hexakisphosphate 5-kinase [EC:2.7.4.21]
dre:664772	hyal1, zgc:136804; hyaluronoglucosaminidase 1 (EC:3.2.1.35); K01197 hyaluronoglucosaminidase [EC:3.2.1.35]
dre:100137610	cecr5, zgc:175154; cat eye syndrome chromosome region, candidate 5
dre:30471	qkia, cb344, fb44d06, fc32f06, qk, qk1, qkA, wu:fb44d06, wu:fc32f06, zqk, zqk-1, zqk1; QKI, KH domain containing, RNA binding a
dre:569275	ngrn, si:ch211-199o1.5, zgc:136784; neugrin, neurite outgrowth associated
dre:170455	meis1a, meis4.1a, meis4.1b; Meis homeobox 1 a
dre:402836	npsnl; nephrosin-like (EC:3.4.24.-)
dre:556080	ccdc167, si:ch211-214j24.7; coiled-coil domain containing 167
dre:553653	amacr, c1qtnf3, zgc:110704; alpha-methylacyl-CoA racemase (EC:5.1.99.4); K01796 alpha-methylacyl-CoA racemase [EC:5.1.99.4]
dre:360139	oprk1, ZFOR3, ZfKOR; opioid receptor, kappa 1; K04214 kappa-type opioid receptor
dre:30186	crestin
dre:321046	c3a.1, C3, C3-1, c3a, sb:cb26, si:dkey-76b14.4, wu:fi34b03, wu:fj86e11; complement component c3a, duplicate 1 (EC:3.4.21.43); K03990 complement component 3
dre:641580	saxo2, fam154b, zgc:123250; stabilizer of axonemal microtubules 2
dre:406484	Leg1-B; zgc:77778
dre:751706	cfap126, fltp, zgc:152916; cilia and flagella associated protein 126
dre:323315	fam115, fb95a05, tcaf, wu:fb95a05; zgc:162193
dre:563956	sdhaf4, dZ265N4.4, si:busm1-265n4.4, si:busm1-46p4.2, si:ch211-103o12.3; succinate dehydrogenase complex assembly factor 4
dre:322626	hsd17b12b, KAR, fb68b12, wu:fb68b12, zgc:73289; hydroxysteroid (17-beta) dehydrogenase 12b (EC:1.1.1.62 1.1.1.330); K10251 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]
dre:562137	slc38a9, zgc:154088; solute carrier family 38, member 9; K14995 solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 9
dre:406745	plekha1a, fc34a05, fc57h12, plekha1, wu:fc34a05, wu:fc57h12, zgc:55676; pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1a
dre:560319	raph1b, si:dkey-1h24.3; Ras association (RalGDS/AF-6) and pleckstrin homology domains 1b
dre:327417	hsd17b12a, KAR, fi06g11, wu:fi06g11, zgc:55589, zgc:77599; hydroxysteroid (17-beta) dehydrogenase 12a (EC:1.1.1.62 1.1.1.330); K10251 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]
dre:336257	nmnat2, wu:fj59g01, zgc:73048; nicotinamide nucleotide adenylyltransferase 2 (EC:2.7.7.1 2.7.7.18); K06210 nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]
dre:447841	glmp, zgc:92308; glycosylated lysosomal membrane protein
dre:30156	tenm4, odz4, ten-4, ten-m4; teneurin transmembrane protein 4
dre:322903	nanos1, fb76c12, wu:fb76c12, wu:fb93h11, wu:fb98e07, wu:fq21a10; nanos homolog 1; K18741 protein nanos 1
dre:368722	pdzk1ip1, map17l, pdzk1ip1l, si:dz129i22.3, wu:fj67d10, wu:fj86c06; PDZK1 interacting protein 1
dre:619244	sugct, zgc:113390; succinyl-CoA:glutarate-CoA transferase; K18703 succinate---hydroxymethylglutarate CoA-transferase [EC:2.8.3.13]
dre:553436	kif6, zgc:152746; kinesin family member 6; K10397 kinesin family member 6/9
dre:368704	ctsc, cb912, ik:tdsubc_1h2, sb:cb146, wu:fb34g12, wu:fj58d01; cathepsin C (EC:3.4.14.1); K01275 cathepsin C [EC:3.4.14.1]
dre:437001	adck3, cabc1, zgc:92578; aarF domain containing kinase 3; K08869 aarF domain-containing kinase
dre:572969	tomm70a, wu:fj58b04, zgc:73188; translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae); K17768 mitochondrial import receptor subunit TOM70
dre:321818	ctsa, Ppgb, wu:fb33g02, wu:fb36c08, wu:fj91g05, zgc:65802; cathepsin A (EC:3.4.16.5); K13289 cathepsin A (carboxypeptidase C) [EC:3.4.16.5]
dre:450022	ctsz, wu:fj81f10, zgc:103420; cathepsin Z (EC:3.4.18.1); K08568 cathepsin X [EC:3.4.18.1]
dre:30248	calr3a, calr, zgc:85636; calreticulin 3a; K08057 calreticulin
dre:560955	npffr2a, npffr2.1, si:ch211-89m7.1; neuropeptide FF receptor 2a; K08375 neuropeptide FF receptor 2
dre:793926	tkfc, dak, zgc:153296; triokinase/FMN cyclase; K00863 dihydroxyacetone kinase [EC:2.7.1.29]
dre:394008	xrn1, wu:fk92c07, zgc:63635; 5'-3' exoribonuclease 1; K12618 5'-3' exoribonuclease 1 [EC:3.1.13.-]
dre:100004014	thoc6, zgc:101618; THO complex 6; K13175 THO complex subunit 6
dre:798402	rhbdf1a, rhbdf1, zgc:91984; rhomboid 5 homolog 1a (Drosophila)
dre:393769	elovl4a, zgc:73341; ELOVL fatty acid elongase 4a (EC:2.3.1.199); K10249 elongation of very long chain fatty acids protein 4 [EC:2.3.1.199]
dre:503749	mettl10, zgc:110805; methyltransferase like 10 (EC:2.1.1.-)
dre:406342	tcirg1b, tcirg1, wu:fb44e06, wu:fi46h07, zgc:55891; T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3b; K02154 V-type H+-transporting ATPase subunit a
dre:100003983	pigrl2.3; polymeric immunoglobulin receptor-like 2.3
dre:404619	n6amt2, zgc:77010; N-6 adenine-specific DNA methyltransferase 2 (putative) (EC:2.1.1.-)
dre:550454	dhrs7b, zgc:112518; dehydrogenase/reductase (SDR family) member 7B; K11166 dehydrogenase/reductase SDR family member 7B [EC:1.1.-.-]
dre:794012	ubald1a, fam100a, fam100aa, ubald1, zgc:92858; UBA-like domain containing 1a
dre:442923	oxct1a, oxct1, wu:fj36f06, wu:fj48g08, zgc:92003; 3-oxoacid CoA transferase 1a (EC:2.8.3.5); K01027 3-oxoacid CoA-transferase [EC:2.8.3.5]
dre:105665605	pigrl4.2, pigrl4.4; polymeric immunoglobulin receptor-like 4.2
dre:105665604	pigrl3.10; polymeric immunoglobulin receptor-like 3.10
dre:105665601	pigrl2.5; polymeric immunoglobulin receptor-like 2.5
dre:105665602	pigrl3.4; polymeric immunoglobulin receptor-like 3.4
dre:105665600	pigrl2.4; polymeric immunoglobulin receptor-like 2.4
dre:105665597	pigrl2.1; polymeric immunoglobulin receptor-like 2.1
dre:105665598	pigrl3.5; polymeric immunoglobulin receptor-like 3.5
dre:105665599	pigrl3.9; polymeric immunoglobulin receptor-like 3.9
dre:105665603	pigrl3.8; polymeric immunoglobulin receptor-like 3.8
dre:553366	ccr9a, sb:eu630; chemokine (C-C motif) receptor 9a; K04184 C-C chemokine receptor type 9
dre:796633	ccl33.3, si:ch211-149o7.4; chemokine (C-C motif) ligand 33, duplicate 3
dre:30744	cbfb, unp1266; core-binding factor, beta subunit
dre:566336	ldah, si:ch211-117g17.4, zgc:195062; lipid droplet associated hydrolase
dre:105667211	cd80/86; cluster of Differentiation 80/86
dre:564982	mcm6l, Mcm6, zgc:112244; MCM6 minichromosome maintenance deficient 6, like (EC:3.6.4.12); K02542 DNA replication licensing factor MCM6 [EC:3.6.4.12]
dre:192323	mcm3, cb32, chunp6867, wu:fa26g03; minichromosome maintenance complex component 3 (EC:3.6.4.12); K02541 DNA replication licensing factor MCM3 [EC:3.6.4.12]
dre:30630	anos1a, kal1.1, kal1a, wu:fl91z45; anosmin 1a
dre:30652	anos1b, kal1.2, kal1b; anosmin 1b
