mmu:106740	no KO assigned | (RefSeq) uncharacterized LOC106740
mmu:11767	K12393 AP-1 complex subunit mu | (RefSeq) Ap1m1, AA408894, AP47, Adtm1A, Cltnm, mu1A; adaptor-related protein complex AP-1, mu subunit 1
mmu:279028	K08627 a disintegrin and metalloproteinase with thrombospondin motifs 13 [EC:3.4.24.87] | (RefSeq) Adamts13, ADAM-TS13, ADAMTS-13, Gm710, vWF-CP; a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13
mmu:11990	no KO assigned | (RefSeq) Atrn, AW558010, Mgca, mg; attractin
mmu:30878	K05225 apelin | (RefSeq) Apln, 6030430G11Rik, Apel; apelin
mmu:14775	K00432 glutathione peroxidase [EC:1.11.1.9] | (RefSeq) Gpx1, AI195024, AL033363, CGPx, GPx-1, GSHPx-1, Gpx; glutathione peroxidase 1
mmu:11537	K01334 component factor D [EC:3.4.21.46] | (RefSeq) Cfd, Adn, DF; complement factor D (adipsin)
mmu:12630	K01333 complement factor I [EC:3.4.21.45] | (RefSeq) Cfi; complement component factor i
mmu:353172	K01880 glycyl-tRNA synthetase [EC:6.1.1.14] | (RefSeq) Gars, GENA202, Gena201, Nmf249, Sgrp23; glycyl-tRNA synthetase
mmu:20091	K02984 small subunit ribosomal protein S3Ae | (RefSeq) Rps3a1, Rps3a; ribosomal protein S3A1
mmu:71791	K08637 carboxypeptidase A4 [EC:3.4.17.-] | (RefSeq) Cpa4, 1110019K20Rik, AV009555; carboxypeptidase A4
mmu:74649	K08781 carboxypeptidase A5 [EC:3.4.17.1] | (RefSeq) Cpa5, 4930430M09Rik; carboxypeptidase A5
mmu:13645	K04357 epidermal growth factor | (RefSeq) Egf, AI790464; epidermal growth factor
mmu:66117	no KO assigned | (RefSeq) Fmc1, 1110001J03Rik; formation of mitochondrial complex V assembly factor 1
mmu:320981	K08743 ectonucleotide pyrophosphatase/phosphodiesterase family member 6 [EC:3.1.4.-] | (RefSeq) Enpp6, 4833421B01Rik, B830047L21Rik, D8Ertd514e, E-NPP_6, GPC-Cpde, Npp6; ectonucleotide pyrophosphatase/phosphodiesterase 6
mmu:50701	K01327 leukocyte elastase [EC:3.4.21.37] | (RefSeq) Elane, Ela2, F430011M15Rik, NE; elastase, neutrophil expressed
mmu:13861	K10788 eosinophil peroxidase [EC:1.11.1.7] | (RefSeq) Epx, EPO; eosinophil peroxidase
mmu:83965	K18398 ectonucleotide pyrophosphatase/phosphodiesterase family member 5 [EC:3.1.-.-] | (RefSeq) Enpp5, AW061004, D17Abb1e, E-NPP_5; ectonucleotide pyrophosphatase/phosphodiesterase 5
mmu:76422	no KO assigned | (RefSeq) Mroh3, 2310006M14Rik; maestro heat-like repeat family member 3
mmu:66816	no KO assigned | (RefSeq) Thap2, 2900040O07Rik, 9030625G08Rik, AI450385, AI649097; THAP domain containing, apoptosis associated protein 2
mmu:14419	K05244 galanin | (RefSeq) Gal, Galn; galanin
mmu:384061	no KO assigned | (RefSeq) Fndc5, 1500001L03Rik, AI836596, C87088, PeP, Pxp; fibronectin type III domain containing 5
mmu:59058	K09086 class B basic helix-loop-helix protein 4/5 | (RefSeq) Bhlhe22, Beta3, Beta3a, Bhlhb5; basic helix-loop-helix family, member e22
mmu:277353	K09092 transcription factor-like 5 | (RefSeq) Tcfl5, AV260129, Figlb, Sosf1; transcription factor-like 5 (basic helix-loop-helix)
mmu:114712	no KO assigned | (RefSeq) Ferd3l, Mnato3, N-twist, Nato, Nato3, Ntwist, Ptfb, bHLHa31, fer3; Fer3-like (Drosophila)
mmu:140489	K09086 class B basic helix-loop-helix protein 4/5 | (RefSeq) Bhlhe23, A930001L02Rik, BETA4, Beta3b, Bhlhb4; basic helix-loop-helix family, member e23
mmu:74434	no KO assigned | (RefSeq) Sohlh2, 4933406N12Rik, AI413378, Sosf2; spermatogenesis and oogenesis specific basic helix-loop-helix 2
mmu:20893	K03729 class B basic helix-loop-helix protein 2 | (RefSeq) Bhlhe40, Bhlhb2, C130042M06Rik, CR8, Clast5, Dec1, Sharp2, Stra13, Stra14; basic helix-loop-helix family, member e40
mmu:23797	K04456 RAC serine/threonine-protein kinase [EC:2.7.11.1] | (RefSeq) Akt3, AI851531, D930002M15Rik, Nmf350; thymoma viral proto-oncogene 3
mmu:212090	no KO assigned | (RefSeq) Tmem60, BC027828; transmembrane protein 60
mmu:319535	K09228 KRAB domain-containing zinc finger protein | (RefSeq) Zfp182, 6330583I20Rik, Znf182; zinc finger protein 182
mmu:209086	no KO assigned | (RefSeq) Samd9l, AA175286, ESTM25, mKIAA2005; sterile alpha motif domain containing 9-like
mmu:235323	K21122 ubiquitin carboxyl-terminal hydrolase 28 [EC:3.4.19.12] | (RefSeq) Usp28, 9830148O20Rik, AU022237, mKIAA1515; ubiquitin specific peptidase 28
mmu:16574	K10396 kinesin family member 5 | (RefSeq) Kif5c, KINN, Khc, NKHC, NKHC2; kinesin family member 5C
mmu:105787	K07198 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11] | (RefSeq) Prkaa1, AI194361, AI450832, AL024255, AMPKalpha1, C130083N04Rik; protein kinase, AMP-activated, alpha 1 catalytic subunit
mmu:320429	no KO assigned | (RefSeq) Trank1, A230061D21Rik, C030048J01Rik, Gm187, Lba1; tetratricopeptide repeat and ankyrin repeat containing 1
mmu:231659	no KO assigned | (RefSeq) Gcn1l1, 4932409G22, AL022764, G431004K08Rik, GCN1L, Gcn1, mKIAA0219; GCN1 general control of amino-acid synthesis 1-like 1 (yeast)
mmu:22596	K10885 ATP-dependent DNA helicase 2 subunit 2 | (RefSeq) Xrcc5, AI314015, Ku80, Ku86; X-ray repair complementing defective repair in Chinese hamster cells 5
mmu:241263	K08469 G protein-coupled receptor 158 | (RefSeq) Gpr158, 5330427M13Rik, mKIAA1136; G protein-coupled receptor 158
mmu:319758	no KO assigned | (RefSeq) Rfx7, 2510005N23Rik, 9930116O05Rik, D130086K05Rik, Rfxdc2; regulatory factor X, 7
mmu:319887	no KO assigned | (RefSeq) E030030I06Rik; RIKEN cDNA E030030I06 gene
mmu:12776	K04183 C-C chemokine receptor type 8 | (RefSeq) Ccr8, C-C, C-C_CKR-8, CC-CKR-8, CCR-8, CKR-8, Cmkbr8, mCCR8; chemokine (C-C motif) receptor 8
mmu:20874	K08836 STE20-like kinase [EC:2.7.11.1] | (RefSeq) Slk, 9A2, AV021402, AW411554, Etk4, SMAK, Stk2, mKIAA0204, mSLK; STE20-like kinase
mmu:13000	K03097 casein kinase II subunit alpha [EC:2.7.11.1] | (RefSeq) Csnk2a2, 1110035J23Rik, C77789, CK2; casein kinase 2, alpha prime polypeptide
mmu:68968	K19531 codanin-1 | (RefSeq) Cdan1, 1500015A01Rik, AI448026, AW492297, CDA-I, CDA1, CDAI; congenital dyserythropoietic anemia, type I (human)
mmu:73379	no KO assigned | (RefSeq) Dcbld2, 1700055P21Rik, AW146002, CLCP1, Esdn; discoidin, CUB and LCCL domain containing 2
mmu:68304	no KO assigned | (RefSeq) Kdelc2, 2010004J24Rik, 4833410J10Rik, AW549401; KDEL (Lys-Asp-Glu-Leu) containing 2
mmu:229227	no KO assigned | (RefSeq) 4932438A13Rik, 4732443H21, B830039D19Rik, D630029K19Rik, FSA, Kiaa1109, Tweek; RIKEN cDNA 4932438A13 gene
mmu:21923	K06252 tenascin | (RefSeq) Tnc, AI528729, C130033P17Rik, Hxb, TN, TN-C, Ten, cytotactin, tenascin-C; tenascin C
mmu:241514	no KO assigned | (RefSeq) Zfp804a, C630007C17Rik, Znf804a; zinc finger protein 804A
mmu:15357	K00021 hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34] | (RefSeq) Hmgcr, HMG-CoAR, Red; 3-hydroxy-3-methylglutaryl-Coenzyme A reductase
mmu:338523	K11445 lysine-specific demethylase 7A [EC:1.14.11.-] | (RefSeq) Kdm7a, A630082K20Rik, BB041802, Jhdm1d, mKIAA1718; lysine (K)-specific demethylase 7A
mmu:217218	K11363 SAGA-associated factor 11 | (RefSeq) Atxn7l3, E030022H21Rik; ataxin 7-like 3
mmu:114642	K11724 bromodomain testis-specific protein | (RefSeq) Brdt, 7420412D09Rik, Brd6, Fsrg3; bromodomain, testis-specific
mmu:68259	K19678 intraflagellar transport protein 80 | (RefSeq) Ift80, 4921524P20Rik, Wdr56, mKIAA1374; intraflagellar transport 80
mmu:68632	no KO assigned | (RefSeq) Myct1, 1110020B04Rik, AI225941, AI642973, Mtmc1; myc target 1
mmu:240442	no KO assigned | (RefSeq) Adnp2, 8430420L05Rik, BC024969, Kiaa0863, Zfp508, mKIAA0863; ADNP homeobox 2
mmu:72345	K19407 APC membrane recruitment protein 1 | (RefSeq) Amer1, 2810002O09Rik, AW492303, Fam123b, Wtx; APC membrane recruitment 1
mmu:16197	K05072 interleukin 7 receptor | (RefSeq) Il7r, CD127, IL-7Ralpha; interleukin 7 receptor
mmu:11789	K02085 adenomatosis polyposis coli protein | (RefSeq) Apc, AI047805, AU020952, AW124434, CC1, Min, mAPC; adenomatosis polyposis coli
mmu:76787	no KO assigned | (RefSeq) Ppfia3, 2410127E16Rik; protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3
mmu:217325	K06094 lethal(2) giant larvae protein | (RefSeq) Llgl2, 9130006H11Rik, Llglh2; lethal giant larvae homolog 2 (Drosophila)
mmu:74180	K13908 mucin-5B | (RefSeq) Muc5b, 2300002I04Rik, A130042M24, AV085033, MUC5, MUC9, mucin_5b; mucin 5, subtype B, tracheobronchial
mmu:13557	K06620 transcription factor E2F3 | (RefSeq) E2f3, E2F3b, E2f3a; E2F transcription factor 3
mmu:80748	no KO assigned | (RefSeq) 2400006G15Rik; cDNA sequence BC004004
mmu:72400	K11135 Pin2-interacting protein X1 | (RefSeq) Pinx1, 2210403I16Rik, 2610028A01Rik, 67-11-3, AU024023, LPTS, LPTS1; PIN2/TERF1 interacting, telomerase inhibitor 1
mmu:77652	no KO assigned | (RefSeq) Zfp955a, AI842447, Zfp883a; zinc finger protein 955A
mmu:69165	K06563 CD209 antigen | (RefSeq) Cd209b, 1810030I22Rik, DC-SIGNR1, OtB7, SIGNR1, mSIGNR1; CD209b antigen
mmu:78783	K11348 bromodomain and PHD finger-containing protein 1 | (RefSeq) Brpf1, 4833438B11Rik, 4930540D11Rik, Brpf2; bromodomain and PHD finger containing, 1
mmu:230235	no KO assigned | (RefSeq) Frrs1l, 6430704M03Rik; ferric-chelate reductase 1 like
mmu:56417	K12968 double-stranded RNA-specific adenosine deaminase [EC:3.5.4.37] | (RefSeq) Adar, AV242451, Adar1, Adar1p110, Adar1p150, mZaADAR; adenosine deaminase, RNA-specific
mmu:68770	no KO assigned | (RefSeq) Phtf2, 1110054G21Rik, 9530062N20Rik, AI447096, C77923; putative homeodomain transcription factor 2
mmu:79264	K17705 Krev interaction trapped protein 1 | (RefSeq) Krit1, 2010007K12Rik, A630036P20Rik, AA432855, AI450393, AI643869, BB155247, BB235701, Ccm1; KRIT1, ankyrin repeat containing
mmu:14675	K04636 guanine nucleotide-binding protein subunit alpha-14 | (RefSeq) Gna14, AU023208; guanine nucleotide binding protein, alpha 14
mmu:236285	no KO assigned | (RefSeq) Lancl3, 6030463G20Rik; LanC lantibiotic synthetase component C-like 3 (bacterial)
mmu:74663	no KO assigned | (RefSeq) 4930435E12Rik, TSCPA; RIKEN cDNA 4930435E12 gene
mmu:54216	K16498 protocadherin delta 1 | (RefSeq) Pcdh7; protocadherin 7
mmu:280411	K16673 LIX1-like protein | (RefSeq) Lix1l, D130027M04Rik; Lix1-like
mmu:17344	K16063 E3 SUMO-protein ligase PIAS2 | (RefSeq) Pias2, 6330408K17Rik, AI462206, ARIP3, AU018068, Dib, Miz1, PIASxalpha, PIASxb, PIASxbeta, SIZ2; protein inhibitor of activated STAT 2
mmu:381112	no KO assigned | (RefSeq) Arhgef33, Gm941; Rho guanine nucleotide exchange factor (GEF) 33
mmu:104806	K10896 fanconi anemia group M protein | (RefSeq) Fancm, AI427100, C730036B14Rik, D12Ertd364e; Fanconi anemia, complementation group M
mmu:16443	K20045 intersectin | (RefSeq) Itsn1, AA517634, AA545208, AI316805, AI839402, AI848451, Ehsh1, Ese1, Itsn, Sh3p17; intersectin 1 (SH3 domain protein 1A)
mmu:211961	K11471 additional sex combs-like protein | (RefSeq) Asxl3, C230079D11Rik, D430002O22Rik, D930044O18Rik, Gm329, Gm945; additional sex combs like 3 (Drosophila)
mmu:210789	K17902 TBC1 domain family member 4 | (RefSeq) Tbc1d4, 5930406J04Rik, A930035N22, AV295684, As160; TBC1 domain family, member 4
mmu:235542	K11583 serine/threonine-protein phosphatase 2A regulatory subunit B'' | (RefSeq) Ppp2r3a, 3222402P14Rik, A730042E07; protein phosphatase 2, regulatory subunit B'', alpha
mmu:70012	K16766 centrosomal protein CEP85 | (RefSeq) Cep85, 2410030J07Rik, AI173272, AI173504, Ccdc21; centrosomal protein 85
mmu:26565	K01047 secretory phospholipase A2 [EC:3.1.1.4] | (RefSeq) Pla2g10, GX_sPLA2, PLA2GX, sPLA2-X; phospholipase A2, group X
mmu:67276	K18416 3'-5' exoribonuclease 1 [EC:3.1.-.-] | (RefSeq) Eri1, 3'hexo, 3110010F15Rik, Thex1, eri-1; exoribonuclease 1
mmu:239552	K14480 apolipoprotein L | (RefSeq) Apol8, 9830006J20Rik, APOL-II, Apol2; apolipoprotein L 8
mmu:78514	K13736 Rho GTPase-activating protein 10 | (RefSeq) Arhgap10, A930033B01Rik, PSGAP-m, PSGAP-s; Rho GTPase activating protein 10
mmu:53791	K10168 toll-like receptor 5 | (RefSeq) Tlr5; toll-like receptor 5
mmu:19134	K08827 serine/threonine-protein kinase PRP4 [EC:2.7.11.1] | (RefSeq) Prpf4b, 2610037H07, Prp4, Prp4k, Prpk, cbp143; pre-mRNA processing factor 4B
mmu:218952	K17083 kindlin 2 | (RefSeq) Fermt2, AA960555, Kindlin-2, Mig2, Plekhc1; fermitin family member 2
mmu:107351	no KO assigned | (RefSeq) Kank1, A930031B09Rik, AU015049, AW121052, Ankrd15, D330024H06Rik, mKIAA0172; KN motif and ankyrin repeat domains 1
mmu:70425	K08958 casein kinase 1, gamma [EC:2.7.11.1] | (RefSeq) Csnk1g3, 3300002K07Rik, C330049O21Rik; casein kinase 1, gamma 3
mmu:108079	K07198 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11] | (RefSeq) Prkaa2, 2310008I11Rik, A830082D05, AMPKalpha2; protein kinase, AMP-activated, alpha 2 catalytic subunit
mmu:71724	K00157 aldehyde oxidase [EC:1.2.3.1] | (RefSeq) Aox3, 1200011D03Rik, AI326299, Aoh1, Aoh2; aldehyde oxidase 3
mmu:231570	no KO assigned | (RefSeq) A830010M20Rik, AI849226, Kiaa1107, mKIAA1107; RIKEN cDNA A830010M20 gene
mmu:16886	K05744 LIM domain kinase 2 [EC:2.7.11.1] | (RefSeq) Limk2, Limk-2, whe; LIM motif-containing protein kinase 2
mmu:22067	K04968 transient receptor potential cation channel subfamily C member 5 | (RefSeq) Trpc5, CCE2, TRP-5, TRP5, Trrp5; transient receptor potential cation channel, subfamily C, member 5
mmu:75089	no KO assigned | (RefSeq) Uhrf1bp1l, 2010319N22Rik, 4930506D01Rik, AA589495, C80672, E030041M21Rik, mKIAA0701; UHRF1 (ICBP90) binding protein 1-like
mmu:19116	K05081 prolactin receptor | (RefSeq) Prlr, AI987712, Pr-1, Pr-3, Prlr-rs1; prolactin receptor
mmu:675812	K09228 KRAB domain-containing zinc finger protein | (RefSeq) Zfp605, A830023I12Rik; zinc finger protein 605
mmu:320604	no KO assigned | (RefSeq) Ccdc169, A730037C10Rik; coiled-coil domain containing 169
mmu:230674	K06709 jumonji domain-containing protein 2 [EC:1.14.11.-] | (RefSeq) Kdm4a, D4Ertd222e, JHDM3A, Jmjd2, Jmjd2a, mKIAA0677; lysine (K)-specific demethylase 4A
mmu:14780	K00432 glutathione peroxidase [EC:1.11.1.9] | (RefSeq) Gpx5, AV379049, Arep; glutathione peroxidase 5
mmu:68723	no KO assigned | (RefSeq) Hrnr, 1110033K19Rik, A530063N20Rik, S100a18; hornerin
mmu:378431	no KO assigned | (RefSeq) Txlnb, 2310001N14Rik, Mdp77; taxilin beta
mmu:80292	no KO assigned | (RefSeq) Zxdc, A930012H20, B930086F11Rik, BC003332; ZXD family zinc finger C
mmu:212168	no KO assigned | (RefSeq) Zswim4, D330002I24, E130119J17Rik; zinc finger SWIM-type containing 4
mmu:69693	no KO assigned | (RefSeq) Pof1b, 2310066B14Rik; premature ovarian failure 1B
mmu:98956	K14521 N-acetyltransferase 10 [EC:2.3.1.-] | (RefSeq) Nat10, AI429152; N-acetyltransferase 10
mmu:110593	K11432 histone-lysine N-methyltransferase PRDM2 [EC:2.1.1.43] | (RefSeq) Prdm2, 4833427P12Rik, E330024L24Rik, Gm1033, Gm19732, KMT8, Riz, Riz1, Znfpr1c1; PR domain containing 2, with ZNF domain
mmu:329739	no KO assigned | (RefSeq) Fam102b, 1600010D10Rik, B430201A12Rik; family with sequence similarity 102, member B
mmu:382019	no KO assigned | (RefSeq) Zfp882, Gm15468, OTTMUSG00000022410; zinc finger protein 882
mmu:209707	no KO assigned | (RefSeq) Lcorl, Mlr1; ligand dependent nuclear receptor corepressor-like
mmu:67266	no KO assigned | (RefSeq) Fam69a, 2900024C23Rik, AI315274; family with sequence similarity 69, member A
mmu:73332	no KO assigned | (RefSeq) Ccdc30, 1700001O02Rik, 1700041C02Rik, 1700111D19Rik, 4930445I03Rik; coiled-coil domain containing 30
mmu:12753	K02223 circadian locomoter output cycles kaput protein [EC:2.3.1.48] | (RefSeq) Clock, 5330400M04Rik, KAT13D; circadian locomotor output cycles kaput
mmu:71458	no KO assigned | (RefSeq) Bcor, 2900008C10Rik, 5830466J11Rik, 8430401K06Rik, BcorR, D930024N20Rik, mKIAA1575; BCL6 interacting corepressor
mmu:269702	K16775 M-phase phosphoprotein 9 | (RefSeq) Mphosph9, 4930548D04Rik, 9630025B04Rik, AW413446, AW547060, B930097C17Rik, C87456, MPP-9, MPP9; M-phase phosphoprotein 9
mmu:81898	K12828 splicing factor 3B subunit 1 | (RefSeq) Sf3b1, 155kDa, 2810001M05Rik, AA409119, Prp10, SAP155, SF3b155, TA-8, Targ4; splicing factor 3b, subunit 1
mmu:78757	K08267 rapamycin-insensitive companion of mTOR | (RefSeq) Rictor, 4921505C17Rik, 6030405M08Rik, AVO3, AW492497, D530039E11Rik; RPTOR independent companion of MTOR, complex 2
mmu:57775	K11850 ubiquitin carboxyl-terminal hydrolase 26/29/37 [EC:3.4.19.12] | (RefSeq) Usp29, Ocat; ubiquitin specific peptidase 29
mmu:67464	K12305 ectonucleoside triphosphate diphosphohydrolase 4 [EC:3.6.1.6] | (RefSeq) Entpd4, 1200014F22Rik, 4930513O14Rik, A430102M06Rik, AI414893, Lysal1, mKIAA0392; ectonucleoside triphosphate diphosphohydrolase 4
mmu:320181	no KO assigned | (RefSeq) Fndc7, E230011A21Rik; fibronectin type III domain containing 7
mmu:20256	K17521 C-type lectin domain family 11 member A | (RefSeq) Clec11a, AW457320, Clecsf3, Scgf; C-type lectin domain family 11, member a
mmu:13211	K13184 ATP-dependent RNA helicase A [EC:3.6.4.13] | (RefSeq) Dhx9, AI326842, Ddx9, HEL-5, NDHII, RHA, mHEL-5; DEAH (Asp-Glu-Ala-His) box polypeptide 9
mmu:329324	K19328 synaptotagmin-14/16 | (RefSeq) Syt14, B230320I09Rik, sytXIV; synaptotagmin XIV
mmu:319757	K06226 smoothened | (RefSeq) Smo, E130215L21Rik, Smoh, bnb, smoothened; smoothened, frizzled class receptor
mmu:317758	no KO assigned | (RefSeq) Gimap9, A630002K24, BB145400; GTPase, IMAP family member 9
mmu:319601	no KO assigned | (RefSeq) Zfp653, E430039K05Rik, Znf653; zinc finger protein 653
mmu:22138	K12567 titin [EC:2.7.11.1] | (RefSeq) Ttn, 1100001C23Rik, 2310036G12Rik, 2310057K23Rik, 2310074I15Rik, AF006999, AV006427, D330041I19Rik, D830007G01Rik, L56, mdm, shru; titin
mmu:227446	no KO assigned | (RefSeq) 2310035C23Rik, 6430401N10, Kiaa1468, mKIAA1468; RIKEN cDNA 2310035C23 gene
mmu:320713	K11865 protein MYSM1 | (RefSeq) Mysm1, C130067A03Rik, C530050H10Rik; myb-like, SWIRM and MPN domains 1
mmu:68018	K08283 collagen type IV alpha-3-binding protein | (RefSeq) Col4a3bp, 2810404O15Rik, 9230101K08Rik, AU016711, CERT, GPBP; collagen, type IV, alpha 3 (Goodpasture antigen) binding protein
mmu:17222	K03348 anaphase-promoting complex subunit 1 | (RefSeq) Anapc1, 2610021O03Rik, AI047775, AI853536, AW547281, Apc1, Mcpr, tsg24; anaphase promoting complex subunit 1
mmu:20742	K06115 spectrin beta | (RefSeq) Sptbn1, 9930031C03Rik, AL033301, SPTB2, Spnb-2, Spnb2, elf1, elf3, mKIAA4049; spectrin beta, non-erythrocytic 1
mmu:71643	no KO assigned | (RefSeq) Zgrf1, 4930422G04Rik, AI448607; zinc finger, GRF-type containing 1
mmu:252875	K20407 WD repeat-containing protein mio | (RefSeq) Mios, C81488; missing oocyte, meiosis regulator, homolog (Drosophila)
mmu:101488	K14352 solute carrier organic anion transporter family, member 2B | (RefSeq) Slco2b1, AI060904, AI852653, OATP-B, Slc21a9; solute carrier organic anion transporter family, member 2b1
mmu:320271	no KO assigned | (RefSeq) Scai, 9330112M16, A930041I02Rik, AI662729; suppressor of cancer cell invasion
mmu:17533	K06560 mannose receptor, C type | (RefSeq) Mrc1, AW259686, CD206, MR; mannose receptor, C type 1
mmu:242248	no KO assigned | (RefSeq) Bank1, A530094C12Rik, AI451642, AVIEF, BANK; B cell scaffold protein with ankyrin repeats 1
mmu:69116	K10691 E3 ubiquitin-protein ligase UBR4 [EC:2.3.2.27] | (RefSeq) Ubr4, 1810009A16Rik, A930005E13Rik, D930005K06Rik, Gm1032, Gm1666, N28143, RBAF600, Zubr1, mKIAA0462, p600; ubiquitin protein ligase E3 component n-recognin 4
mmu:17978	K11255 nuclear receptor coactivator 2 | (RefSeq) Ncoa2, D1Ertd433e, GRIP-1, Grip1, KAT13C, NCoA-2, SRC-2, TIF2, bHLHe75; nuclear receptor coactivator 2
mmu:58223	K07998 matrix metalloproteinase-19 (RASI) [EC:3.4.24.-] | (RefSeq) Mmp19; matrix metallopeptidase 19
mmu:241576	no KO assigned | (RefSeq) Ldlrad3, 6430500P08, AI194318, Lrad3; low density lipoprotein receptor class A domain containing 3
mmu:320827	no KO assigned | (RefSeq) C530008M17Rik, 2810489J07Rik, 4930529A19Rik, 4931405B09Rik, Kiaa1211, mKIAA1211; RIKEN cDNA C530008M17 gene
mmu:270076	K00252 glutaryl-CoA dehydrogenase [EC:1.3.8.6] | (RefSeq) Gcdh, 9030411L18, AI266902, D17825, GCD; glutaryl-Coenzyme A dehydrogenase
mmu:17948	K12807 baculoviral IAP repeat-containing protein 1 | (RefSeq) Naip2, Birc1b, Naip-rs6; NLR family, apoptosis inhibitory protein 2
mmu:353211	K18449 prune homolog 2 | (RefSeq) Prune2, 6330414G02Rik, A230083H22Rik, A330102H22Rik, Bmcc1, mKIAA0367; prune homolog 2
mmu:215819	no KO assigned | (RefSeq) Nhsl1, 5730409E15Rik, A630035H13Rik, A730096F01, BC013565, D10Bwg0940e, mKIAA1357; NHS-like 1
mmu:77041	K12376 arylsulfatase K [EC:3.1.6.-] | (RefSeq) Arsk, 2810429K17Rik, 4833414G15Rik; arylsulfatase K
mmu:18854	K10054 probable transcription factor PML | (RefSeq) Pml, 1200009E24Rik, AI661194, Trim19; promyelocytic leukemia
mmu:108829	K11449 jumonji domain-containing protein 1C [EC:1.14.11.-] | (RefSeq) Jmjd1c, 5430433L24Rik, D630035I23Rik, Jmjdic, TRIP8; jumonji domain containing 1C
mmu:227195	K11668 INO80 complex subunit D | (RefSeq) Ino80d, 7330405I11, A430093A21Rik, BC010584, OTTMUSG00000002594; INO80 complex subunit D
mmu:102595	no KO assigned | (RefSeq) Plekho2, AI840980, Plekhq1; pleckstrin homology domain containing, family O member 2
mmu:170472	K10902 ATP-dependent DNA helicase Q5 [EC:3.6.4.12] | (RefSeq) Recql5, RecQ5, Recq5b, Recql5b; RecQ protein-like 5
mmu:328417	K10798 poly [ADP-ribose] polymerase [EC:2.4.2.30] | (RefSeq) Parp4, Adprtl1, C030027K23Rik, E230037B21Rik, Gm743, PARPL, PH5P, VAULT3, VPARP, p193; poly (ADP-ribose) polymerase family, member 4
mmu:320162	K16544 centrosomal protein CEP95 | (RefSeq) Cep95, 4732496G21Rik, AI118346, AI448335, Ccdc45, D330027A14Rik, F630025I20Rik; centrosomal protein 95
mmu:17872	K14019 protein phosphatase 1 regulatory subunit 15A | (RefSeq) Ppp1r15a, 9630030H21, Gadd34, Myd116; protein phosphatase 1, regulatory (inhibitor) subunit 15A
mmu:17967	K06491 neural cell adhesion molecule | (RefSeq) Ncam1, CD56, E-NCAM, NCAM-1, Ncam; neural cell adhesion molecule 1
mmu:14265	K15516 fragile X mental retardation protein | (RefSeq) Fmr1, FMRP, Fmr-1; fragile X mental retardation syndrome 1
mmu:114601	no KO assigned | (RefSeq) Ehbp1l1, G430002G23Rik; EH domain binding protein 1-like 1
mmu:53313	K05853 Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8] | (RefSeq) Atp2a3, SERCA3b, Serca3; ATPase, Ca++ transporting, ubiquitous
mmu:320078	no KO assigned | (RefSeq) Olfml2b, 1110018N05Rik, 4832415H08Rik, AI467542; olfactomedin-like 2B
mmu:244650	K16340 PH domain and leucine-rich repeat-containing protein phosphatase [EC:3.1.3.16] | (RefSeq) Phlpp2, AI481772, C130044A18Rik, Phlppl; PH domain and leucine rich repeat protein phosphatase 2
mmu:66395	no KO assigned | (RefSeq) Ahnak, DY6; AHNAK nucleoprotein (desmoyokin)
mmu:77011	no KO assigned | (RefSeq) Ticrr, 5730590G19Rik, BC028450, Lrrk1; TOPBP1-interacting checkpoint and replication regulator
mmu:791338	no KO assigned | (RefSeq) Gm10190; predicted gene 10190
mmu:100038494	no KO assigned | (RefSeq) Gm10782; predicted gene 10782
mmu:432945	no KO assigned | (RefSeq) Gm16294, EG432945, OTTMUSG00000033304; predicted gene 16294
mmu:72076	no KO assigned | (RefSeq) Mospd4, 2010013H21Rik; motile sperm domain containing 4
mmu:78185	no KO assigned | (RefSeq) Ppp1r3fos, 4930524L23Rik; protein phosphatase 1, regulatory subunit 3F, opposite strand
mmu:433751	no KO assigned | (RefSeq) Gm12866, OTTMUSG00000008833; predicted gene 12866
mmu:433882	no KO assigned | (RefSeq) Gm16223, EG433882, OTTMUSG00000031875; predicted gene 16223
mmu:67263	no KO assigned | (RefSeq) Zswim6, 2900036G02Rik, mKIAA1577; zinc finger SWIM-type containing 6
mmu:14776	K00432 glutathione peroxidase [EC:1.11.1.9] | (RefSeq) Gpx2, GI-GPx, GPx-GI, GSHPx-2, GSHPx-GI; glutathione peroxidase 2
mmu:223838	K09609 a disintegrin and metalloproteinase with thrombospondin motifs 20 [EC:3.4.24.-] | (RefSeq) Adamts20, Adamst20, bt; a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20
mmu:74023	no KO assigned | (RefSeq) Rd3, 3322402L07Rik, rd-3; retinal degeneration 3
mmu:12156	K21283 bone morphogenetic protein 2 | (RefSeq) Bmp2, AI467020, Bmp2a; bone morphogenetic protein 2
